"state","name","city","country","lat","lng","description","wndfinder_link","stat[]"
"true","Viti Levu ","Natadola","Fiji Islands","","177.32","The beach is very big. Launching is difficult as the wind is sideoffshore. You need to ride this spot with a buddy. Sandy beach, plenty of space to launch and land a kite.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj3","[{:month=>1, :stat=>0}, {:month=>2, :stat=>1}, {:month=>3, :stat=>0}, {:month=>4, :stat=>0}, {:month=>5, :stat=>0}, {:month=>6, :stat=>0}, {:month=>7, :stat=>1}, {:month=>8, :stat=>0}, {:month=>9, :stat=>0}, {:month=>10, :stat=>0}, {:month=>11, :stat=>0}, {:month=>12, :stat=>0}]"
"true","Namotu Island ","Malololailai","Fiji Islands","","177.1835","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj1","[{:month=>1, :stat=>18}, {:month=>2, :stat=>17}, {:month=>3, :stat=>16}, {:month=>4, :stat=>9}, {:month=>5, :stat=>8}, {:month=>6, :stat=>10}, {:month=>7, :stat=>12}, {:month=>8, :stat=>13}, {:month=>9, :stat=>18}, {:month=>10, :stat=>16}, {:month=>11, :stat=>17}, {:month=>12, :stat=>17}]"
"true","Moodys Namena ","Vanua Levu","Fiji Islands","","179.0998","Several powder-soft white sand beaches around the 110 acre island. There are only 6 huts on the island, but the windy season is the low season so ""crowds"" are unlikely.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj2","[{:month=>1, :stat=>23}, {:month=>2, :stat=>10}, {:month=>3, :stat=>14}, {:month=>4, :stat=>33}, {:month=>5, :stat=>31}, {:month=>6, :stat=>41}, {:month=>7, :stat=>50}, {:month=>8, :stat=>54}, {:month=>9, :stat=>51}, {:month=>10, :stat=>50}, {:month=>11, :stat=>42}, {:month=>12, :stat=>26}]"
"true","Cloudbreak ","Malololailai, Momi","Fiji Islands","","177.1866","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj1","[{:month=>1, :stat=>18}, {:month=>2, :stat=>17}, {:month=>3, :stat=>16}, {:month=>4, :stat=>9}, {:month=>5, :stat=>8}, {:month=>6, :stat=>10}, {:month=>7, :stat=>12}, {:month=>8, :stat=>13}, {:month=>9, :stat=>18}, {:month=>10, :stat=>16}, {:month=>11, :stat=>17}, {:month=>12, :stat=>17}]"
"true","Frigates ","Pacific Harbour","Fiji Islands","","177.9272","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj3","[{:month=>1, :stat=>0}, {:month=>2, :stat=>1}, {:month=>3, :stat=>0}, {:month=>4, :stat=>0}, {:month=>5, :stat=>0}, {:month=>6, :stat=>0}, {:month=>7, :stat=>1}, {:month=>8, :stat=>0}, {:month=>9, :stat=>0}, {:month=>10, :stat=>0}, {:month=>11, :stat=>0}, {:month=>12, :stat=>0}]"
"true","Tavarua Island ","Malololailai","Fiji Islands","","177.202","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=fj1","[{:month=>1, :stat=>18}, {:month=>2, :stat=>17}, {:month=>3, :stat=>16}, {:month=>4, :stat=>9}, {:month=>5, :stat=>8}, {:month=>6, :stat=>10}, {:month=>7, :stat=>12}, {:month=>8, :stat=>13}, {:month=>9, :stat=>18}, {:month=>10, :stat=>16}, {:month=>11, :stat=>17}, {:month=>12, :stat=>17}]"
"true","Huahine","Parea","French Polynesia","","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf2","[{:month=>1, :stat=>45}, {:month=>2, :stat=>51}, {:month=>3, :stat=>45}, {:month=>4, :stat=>43}, {:month=>5, :stat=>52}, {:month=>6, :stat=>55}, {:month=>7, :stat=>53}, {:month=>8, :stat=>51}, {:month=>9, :stat=>59}, {:month=>10, :stat=>52}, {:month=>11, :stat=>50}, {:month=>12, :stat=>47}]"
"true","Moorea ","Haapiti, Paeau","French Polynesia","","","White sand beach with coconut trees.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf1","[{:month=>1, :stat=>20}, {:month=>2, :stat=>20}, {:month=>3, :stat=>18}, {:month=>4, :stat=>13}, {:month=>5, :stat=>11}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>20}, {:month=>9, :stat=>17}, {:month=>10, :stat=>18}, {:month=>11, :stat=>18}, {:month=>12, :stat=>22}]"
"true","Bora Bora ","Vaitape","French Polynesia","","","Small beach. Be careful of the trees when launching.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf2","[{:month=>1, :stat=>45}, {:month=>2, :stat=>51}, {:month=>3, :stat=>45}, {:month=>4, :stat=>43}, {:month=>5, :stat=>52}, {:month=>6, :stat=>55}, {:month=>7, :stat=>53}, {:month=>8, :stat=>51}, {:month=>9, :stat=>59}, {:month=>10, :stat=>52}, {:month=>11, :stat=>50}, {:month=>12, :stat=>47}]"
"true","Tahiti ","Papeete, Mahina","French Polynesia","","","Beach and reef. The beach is small and gets quickly overcrowded during weekends. The best time is usually during the afternoon (12-4pm).","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf1","[{:month=>1, :stat=>20}, {:month=>2, :stat=>20}, {:month=>3, :stat=>18}, {:month=>4, :stat=>13}, {:month=>5, :stat=>11}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>20}, {:month=>9, :stat=>17}, {:month=>10, :stat=>18}, {:month=>11, :stat=>18}, {:month=>12, :stat=>22}]"
"false","Raivavae Motu HaHa ","Vaiuru","French Polynesia","","","White sandy sandbar with lots of space and no obstacles. Never any people around.","",""
"true","Tahiti ","Taravao","French Polynesia","","","A Paradise like white sandy beach.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf1","[{:month=>1, :stat=>20}, {:month=>2, :stat=>20}, {:month=>3, :stat=>18}, {:month=>4, :stat=>13}, {:month=>5, :stat=>11}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>20}, {:month=>9, :stat=>17}, {:month=>10, :stat=>18}, {:month=>11, :stat=>18}, {:month=>12, :stat=>22}]"
"true","Bora Bora ","Vaitape","French Polynesia","","","Small beach only. You will have to launch the kite in the water. No obstacles around.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf2","[{:month=>1, :stat=>45}, {:month=>2, :stat=>51}, {:month=>3, :stat=>45}, {:month=>4, :stat=>43}, {:month=>5, :stat=>52}, {:month=>6, :stat=>55}, {:month=>7, :stat=>53}, {:month=>8, :stat=>51}, {:month=>9, :stat=>59}, {:month=>10, :stat=>52}, {:month=>11, :stat=>50}, {:month=>12, :stat=>47}]"
"true","Tahiti ","Taravao","French Polynesia","","","White sand, this area is 300m wide and 800m long, the perfect place for beginners.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf1","[{:month=>1, :stat=>20}, {:month=>2, :stat=>20}, {:month=>3, :stat=>18}, {:month=>4, :stat=>13}, {:month=>5, :stat=>11}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>20}, {:month=>9, :stat=>17}, {:month=>10, :stat=>18}, {:month=>11, :stat=>18}, {:month=>12, :stat=>22}]"
"false","Fakarava ","Fakarava","French Polynesia","","","Many launches around the lagoon.","",""
"true","Tahiti ","Teahupoo","French Polynesia","","","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pf1","[{:month=>1, :stat=>20}, {:month=>2, :stat=>20}, {:month=>3, :stat=>18}, {:month=>4, :stat=>13}, {:month=>5, :stat=>11}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>20}, {:month=>9, :stat=>17}, {:month=>10, :stat=>18}, {:month=>11, :stat=>18}, {:month=>12, :stat=>22}]"
"false","Jeff","Talafofo","Guam","","","Coral and limestone beach that has been cleared away by the local kiters to provide a nice spot to launch from. Beach can be accessed by car, so park right where you launch and don't worry about having to carry your gear.","",""
"false","Pago Bay ","Pago, Yona","Guam","","","Beautiful surroundings. The beach is at times spoiled by empty beer cans and other discarded. Take off and landing the kite is generally ok.","",""
"false","Agat ","Agat","Guam","","","Very small beach, sand and pebbles. Be aware of the rocky areas downwind of the launch site. Power lines close to the water.","",""
"false","Tumon Bay ","Tumon","Guam","","","Sand beach with access to drive right onto beach, park, setup, and launch without having to carry all your gear.","",""
"false","Cocos Island ","Merizo","Guam","","","Sandy beach around the island.","",""
"false","Talofofo Bay ","Talofofo","Guam","","","","",""
"false","West Agana ","Tamuning","Guam","","","Small coral and sand beach with parking right next to launch site. Grassy area next to the beach.","",""
"false","Santa Fe ","Tamuning","Guam","","","This spot has a very nice sandy beach with good access. Enough space to launch.","",""
"false","Kamalin Park ","Merizo","Guam","","","The beach is gravel, rocky and only available on the low tide. Very beautiful lagoons with palm trees at the shore line. It is possible to launch with a high tide although with the low tide things are much easier.","",""
"false","Piti ","Piti","Guam","","","No real beach, tiny strip of sand. Grassy area with palm trees almost all the way to the water line.","",""
"false","Tarawa ","Bonriki","Kiribati","","","","",""
"false","Kosrae ","Walung","Micronesia","","","","",""
"false","Pohnpei ","Roie","Micronesia","","","No beach, launch from the boat..","",""
"false","Pohnpei ","Kolonia","Micronesia","","","","",""
"false","Pohnpei ","Tamworohi","Micronesia","","","","",""
"false","Pohnpei ","Kolonia","Micronesia","","","","",""
"false","Pohnpei ","Kolonia","Micronesia","","","","",""
"false","Archers Spot ","Ibwenape","Nauru","","","","",""
"true","Ilot Maitre ","Noumea, Ilot Maitre","New Caledonia","","166.4107","The little island has a small hotel on about half of it, and the rest is a park. Set up on the east side of the island. The beach is great for setting up. You have a number of grassy spots to set up and then you just walk onto the beach and into the water. It is fine grain sand with the occasional piece of broken coral. There is an area set aside just for beginners as well. However, it's important to note that almost all kiting takes place here during on shore winds.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc3","[{:month=>1, :stat=>49}, {:month=>2, :stat=>47}, {:month=>3, :stat=>47}, {:month=>4, :stat=>41}, {:month=>5, :stat=>28}, {:month=>6, :stat=>32}, {:month=>7, :stat=>27}, {:month=>8, :stat=>26}, {:month=>9, :stat=>30}, {:month=>10, :stat=>53}, {:month=>11, :stat=>56}, {:month=>12, :stat=>50}]"
"true","Le Meridien ","Anse Vata","New Caledonia","","166.4482","White sandy beach. Small, but enough space.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc3","[{:month=>1, :stat=>49}, {:month=>2, :stat=>47}, {:month=>3, :stat=>47}, {:month=>4, :stat=>41}, {:month=>5, :stat=>28}, {:month=>6, :stat=>32}, {:month=>7, :stat=>27}, {:month=>8, :stat=>26}, {:month=>9, :stat=>30}, {:month=>10, :stat=>53}, {:month=>11, :stat=>56}, {:month=>12, :stat=>50}]"
"true","Poe Beach ","Bourail","New Caledonia","","165.3834","Long, sandy beach. About 15m wide but enough space for kites.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc4","[{:month=>1, :stat=>32}, {:month=>2, :stat=>30}, {:month=>3, :stat=>43}, {:month=>4, :stat=>34}, {:month=>5, :stat=>16}, {:month=>6, :stat=>20}, {:month=>7, :stat=>22}, {:month=>8, :stat=>10}, {:month=>9, :stat=>17}, {:month=>10, :stat=>31}, {:month=>11, :stat=>28}, {:month=>12, :stat=>31}]"
"true","Ile ","Kuto","New Caledonia","","167.4318","Very narrow beach with palm trees along the shore.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc8","[{:month=>1, :stat=>47}, {:month=>2, :stat=>41}, {:month=>3, :stat=>42}, {:month=>4, :stat=>28}, {:month=>5, :stat=>25}, {:month=>6, :stat=>24}, {:month=>7, :stat=>22}, {:month=>8, :stat=>18}, {:month=>9, :stat=>25}, {:month=>10, :stat=>41}, {:month=>11, :stat=>40}, {:month=>12, :stat=>45}]"
"true","Aquareve ","Noumea","New Caledonia","","166.4525","Small sandy beach, but narrow meadow with enough space behind it for a line length. Beginners should avoid this spot and head to l'Ilot Maitre which is ideal for them. This is due to hazards when launching/landing. Launch area is barely a kite line length. Trees and a concrete wall make is a very tricky launch, especially in ESE and E winds, which are very gusty in that place (because of tree obstructions).","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc3","[{:month=>1, :stat=>49}, {:month=>2, :stat=>47}, {:month=>3, :stat=>47}, {:month=>4, :stat=>41}, {:month=>5, :stat=>28}, {:month=>6, :stat=>32}, {:month=>7, :stat=>27}, {:month=>8, :stat=>26}, {:month=>9, :stat=>30}, {:month=>10, :stat=>53}, {:month=>11, :stat=>56}, {:month=>12, :stat=>50}]"
"true","Ile De Kendec ","Koumac","New Caledonia","","164.2568","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc2","[{:month=>1, :stat=>23}, {:month=>2, :stat=>18}, {:month=>3, :stat=>15}, {:month=>4, :stat=>16}, {:month=>5, :stat=>22}, {:month=>6, :stat=>14}, {:month=>7, :stat=>19}, {:month=>8, :stat=>25}, {:month=>9, :stat=>28}, {:month=>10, :stat=>32}, {:month=>11, :stat=>31}, {:month=>12, :stat=>29}]"
"true","Tenia ","Bourake","New Caledonia","","165.9382","Small beach around the island.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc1","[{:month=>1, :stat=>30}, {:month=>2, :stat=>25}, {:month=>3, :stat=>25}, {:month=>4, :stat=>19}, {:month=>5, :stat=>17}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>15}, {:month=>9, :stat=>19}, {:month=>10, :stat=>32}, {:month=>11, :stat=>32}, {:month=>12, :stat=>26}]"
"true","Ouano ","Tontouta, Bouloupari","New Caledonia","","165.8307","Narrow beach, but very long bay.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc1","[{:month=>1, :stat=>30}, {:month=>2, :stat=>25}, {:month=>3, :stat=>25}, {:month=>4, :stat=>19}, {:month=>5, :stat=>17}, {:month=>6, :stat=>16}, {:month=>7, :stat=>13}, {:month=>8, :stat=>15}, {:month=>9, :stat=>19}, {:month=>10, :stat=>32}, {:month=>11, :stat=>32}, {:month=>12, :stat=>26}]"
"true","Koumac ","Koumac","New Caledonia","","164.2691","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc2","[{:month=>1, :stat=>23}, {:month=>2, :stat=>18}, {:month=>3, :stat=>15}, {:month=>4, :stat=>16}, {:month=>5, :stat=>22}, {:month=>6, :stat=>14}, {:month=>7, :stat=>19}, {:month=>8, :stat=>25}, {:month=>9, :stat=>28}, {:month=>10, :stat=>32}, {:month=>11, :stat=>31}, {:month=>12, :stat=>29}]"
"true","Passe De Dumbea ","Noumea","New Caledonia","","166.2584","Launching from the water is required.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nc3","[{:month=>1, :stat=>49}, {:month=>2, :stat=>47}, {:month=>3, :stat=>47}, {:month=>4, :stat=>41}, {:month=>5, :stat=>28}, {:month=>6, :stat=>32}, {:month=>7, :stat=>27}, {:month=>8, :stat=>26}, {:month=>9, :stat=>30}, {:month=>10, :stat=>53}, {:month=>11, :stat=>56}, {:month=>12, :stat=>50}]"
"true","Muriwai ","Muriwai","New Zealand","","174.4257","Super long, black, soft sand surf beach. Heaps of room on the mid to low tide, less on full tide, but sand dunes and forest behind. The beach is about 50km long and ends at a harbor entrance.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz45","[{:month=>1, :stat=>4}, {:month=>2, :stat=>3}, {:month=>3, :stat=>4}, {:month=>4, :stat=>3}, {:month=>5, :stat=>4}, {:month=>6, :stat=>5}, {:month=>7, :stat=>6}, {:month=>8, :stat=>5}, {:month=>9, :stat=>7}, {:month=>10, :stat=>11}, {:month=>11, :stat=>18}, {:month=>12, :stat=>19}]"
"true","Nelson ","Nelson","New Zealand","37.0193","","Nice beach, but windy. Plenty of room.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pt5","[{:month=>1, :stat=>29}, {:month=>2, :stat=>38}, {:month=>3, :stat=>40}, {:month=>4, :stat=>43}, {:month=>5, :stat=>45}, {:month=>6, :stat=>51}, {:month=>7, :stat=>65}, {:month=>8, :stat=>54}, {:month=>9, :stat=>33}, {:month=>10, :stat=>27}, {:month=>11, :stat=>29}, {:month=>12, :stat=>30}]"
"true","Eastern Beach ","Bucklands Beach","New Zealand","","174.911","A mixture of sand and shells. 1.5km long and about 15m wide at mid tide. Big high tide reduces width to a few meters. Low tide flats are 200m wide. High tide is tricky for launching and landing kite. This beach is ENE facing.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz43","[{:month=>1, :stat=>20}, {:month=>2, :stat=>15}, {:month=>3, :stat=>14}, {:month=>4, :stat=>11}, {:month=>5, :stat=>13}, {:month=>6, :stat=>13}, {:month=>7, :stat=>13}, {:month=>8, :stat=>11}, {:month=>9, :stat=>20}, {:month=>10, :stat=>22}, {:month=>11, :stat=>20}, {:month=>12, :stat=>18}]"
"true","Bramley Beach ","Pakuranga, Farm Cove","New Zealand","","174.8803","Mixture of sand, pebbles and shells. Watch out for broken glass. Nice reserve area for easy landing of the kite. Beach is pretty small.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz43","[{:month=>1, :stat=>20}, {:month=>2, :stat=>15}, {:month=>3, :stat=>14}, {:month=>4, :stat=>11}, {:month=>5, :stat=>13}, {:month=>6, :stat=>13}, {:month=>7, :stat=>13}, {:month=>8, :stat=>11}, {:month=>9, :stat=>20}, {:month=>10, :stat=>22}, {:month=>11, :stat=>20}, {:month=>12, :stat=>18}]"
"true","Glendowie Sandspit ","Glendowie","New Zealand","","174.891","The beach is narrow at high tide. Launch off the end of the sand spit. No real issues with the launch except the strong wind. Beach is mostly sand with a few shells. Entry is by 3 methods: 1) launch from southern side and sail round the point. 2) walk 500m along the spit from Glendowie and launch from end (best option). 3) sail across estuary from Buckland Beach side. This works great at low tide but watch current and ferries and moored yachts.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz43","[{:month=>1, :stat=>20}, {:month=>2, :stat=>15}, {:month=>3, :stat=>14}, {:month=>4, :stat=>11}, {:month=>5, :stat=>13}, {:month=>6, :stat=>13}, {:month=>7, :stat=>13}, {:month=>8, :stat=>11}, {:month=>9, :stat=>20}, {:month=>10, :stat=>22}, {:month=>11, :stat=>20}, {:month=>12, :stat=>18}]"
"true","Lyall Bay ","Wellington","New Zealand","","174.792","Sandy beach. Very narrow at high tide, with road and powerlines to leeward. The only place to set-up, launch and land in Lyall Bay is at the far west end/corner of the beach, in front of the toilet block, where the windsurfers also rig and launch from. This the most upwind point in the bay. Launching anywhere east of the lifesaving club buildings is not advisable as it is almost impossible to sail upwind through the shore break here. Please do NOT attempt to launch down at the east end of the beach by the airport. The beach is long and sandy but can be very narrow at high tide, so launching is recommended at low tide. A main road runs adjacent to the beach and not only does it have the usual power lines but also has high voltage bus power cables too. Launching in the corner can be gusty. Definitely not a place for the novice! The beach gets very crowded in summer in sea breeze conditions. Please do the locals a favor and don't go out on those days.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz2","[{:month=>1, :stat=>72}, {:month=>2, :stat=>68}, {:month=>3, :stat=>69}, {:month=>4, :stat=>65}, {:month=>5, :stat=>66}, {:month=>6, :stat=>64}, {:month=>7, :stat=>62}, {:month=>8, :stat=>59}, {:month=>9, :stat=>72}, {:month=>10, :stat=>75}, {:month=>11, :stat=>77}, {:month=>12, :stat=>70}]"
"true","Kairaki Beach ","Kaiapoi","New Zealand","","172.711","Big, sandy beach. Low tide - great landkiting, beach 30km long.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz51","[{:month=>1, :stat=>4}, {:month=>2, :stat=>2}, {:month=>3, :stat=>2}, {:month=>4, :stat=>2}, {:month=>5, :stat=>2}, {:month=>6, :stat=>4}, {:month=>7, :stat=>3}, {:month=>8, :stat=>1}, {:month=>9, :stat=>3}, {:month=>10, :stat=>3}, {:month=>11, :stat=>3}, {:month=>12, :stat=>3}]"
"true","Eastbourne ","Eastbourne","New Zealand","","174.893","Very open beach of small stones with grassy rigging area close to the car park. Best part of the beach is at the rugby club car park at the southern end of the beach road.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz47","[{:month=>1, :stat=>34}, {:month=>2, :stat=>23}, {:month=>3, :stat=>35}, {:month=>4, :stat=>36}, {:month=>5, :stat=>26}, {:month=>6, :stat=>20}, {:month=>7, :stat=>20}, {:month=>8, :stat=>24}, {:month=>9, :stat=>49}, {:month=>10, :stat=>58}, {:month=>11, :stat=>55}, {:month=>12, :stat=>55}]"
"true","Pine Harbour Point ","Whitford, Beachlands","New Zealand","","174.9853","Beach with sand and shells. Not crowded here at all, even in 30°C summer days.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz43","[{:month=>1, :stat=>20}, {:month=>2, :stat=>15}, {:month=>3, :stat=>14}, {:month=>4, :stat=>11}, {:month=>5, :stat=>13}, {:month=>6, :stat=>13}, {:month=>7, :stat=>13}, {:month=>8, :stat=>11}, {:month=>9, :stat=>20}, {:month=>10, :stat=>22}, {:month=>11, :stat=>20}, {:month=>12, :stat=>18}]"
"true","Foxton River Mouth ","Palmerston North, Foxton Beach","New Zealand","","175.2148","Big sandy beach, lots of space.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=nz12","[{:month=>1, :stat=>61}, {:month=>2, :stat=>48}, {:month=>3, :stat=>41}, {:month=>4, :stat=>25}, {:month=>5, :stat=>32}, {:month=>6, :stat=>36}, {:month=>7, :stat=>56}, {:month=>8, :stat=>60}, {:month=>9, :stat=>45}, {:month=>10, :stat=>55}, {:month=>11, :stat=>71}, {:month=>12, :stat=>53}]"
"false","Kayangel Islands ","Ngajangel","Palau","","","","",""
"true","Daugo Island ","Daugo Island","Papua New Guinea","","147.0455","The island is max. 5km long and max. 1.5km wide. You will find sandy beach in the NE, NW and south of the island. The NW has a nice sand spit with lots of space.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pg1","[{:month=>1, :stat=>22}, {:month=>2, :stat=>16}, {:month=>3, :stat=>12}, {:month=>4, :stat=>10}, {:month=>5, :stat=>16}, {:month=>6, :stat=>23}, {:month=>7, :stat=>35}, {:month=>8, :stat=>42}, {:month=>9, :stat=>33}, {:month=>10, :stat=>32}, {:month=>11, :stat=>17}, {:month=>12, :stat=>12}]"
"true","Sero ","Pari","Papua New Guinea","","147.2375","","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pg1","[{:month=>1, :stat=>22}, {:month=>2, :stat=>16}, {:month=>3, :stat=>12}, {:month=>4, :stat=>10}, {:month=>5, :stat=>16}, {:month=>6, :stat=>23}, {:month=>7, :stat=>35}, {:month=>8, :stat=>42}, {:month=>9, :stat=>33}, {:month=>10, :stat=>32}, {:month=>11, :stat=>17}, {:month=>12, :stat=>12}]"
"true","Taurama Beach ","Taurama","Papua New Guinea","","147.2444","The beach can be quite narrow at high tide, and over 150m wide at low tide. Beware for broken glass on the sand. A pair of booties is advisable.","https://www.windfinder.com/wind-cgi/homepagestatistics.pl?STATIONSNR=pg1","[{:month=>1, :stat=>22}, {:month=>2, :stat=>16}, {:month=>3, :stat=>12}, {:month=>4, :stat=>10}, {:month=>5, :stat=>16}, {:month=>6, :stat=>23}, {:month=>7, :stat=>35}, {:month=>8, :stat=>42}, {:month=>9, :stat=>33}, {:month=>10, :stat=>32}, {:month=>11, :stat=>17}, {:month=>12, :stat=>12}]"
